loan_id,default_12m,credit_score,annual_income,loan_amount,term_months,interest_rate,revolving_utilization,delinquencies_12m,payment_to_income_ratio,unemployment_rate,region,lgd,ead,pd_model,ecl_model,expected_interest_income,expected_profit,decision,recommended_rate,reason_1,severity_1,detail_1,reason_2,severity_2,detail_2,reason_3,severity_3,detail_3,reason_4,severity_4,detail_4,action_1,action_2,action_3,action_rationale
1,0,611,27603.0,5502.0,36,0.0638289497790838,0.2459686728540495,1,0.0731833496359091,3.0,Regional,0.7413267819222944,3973.67,0.1318393643137028,388.3708164687685,526.7803225267794,-11.59049394198911,MANUAL_REVIEW,0.0638289497790838,Low credit score,4,credit_score=611,Recent delinquency in last 12 months,4.0,delinq_12m=1,Student (higher income volatility risk),3.0,employment=Student,,,,Route to manual credit review,Request supporting documents + check recent bureau events,Verify income stability (employment letter / business financials),Risk signals require human judgement and policy checks; Confirm whether risk is temporary or structural; Income volatility raises PD beyond automated comfort
2,0,563,76180.0,25421.0,24,0.1197142687396514,0.3328223816021975,2,0.188446311367813,4.184964254258149,Inner Metro,0.6643075266365251,1271.05,0.1910282366321824,161.2981457216393,3043.2564256306805,2731.9582799090413,DECLINE,0.1197142687396514,Very low credit score,5,credit_score=563,Multiple delinquencies in last 12 months,5.0,delinq_12m=2,,,,,,,Decline under automated policy,Offer alternative product: secured loan or smaller amount after 90-day clean history,Provide adverse action notice (top 2–3 reasons) + path to eligibility,Predicted risk exceeds acceptable band; Risk can be mitigated with collateral / seasoning; Transparent explanation improves fairness and compliance
3,0,667,35124.0,7416.0,24,0.0804046290151491,0.2737303721562759,0,0.1146361462248035,4.006917323033122,Regional,0.614870580003001,370.8,0.0692063288944232,15.778628515730963,596.2807287763463,430.5021002606154,APPROVE_REPRICE,0.0804046290151491,Self-employed (income volatility risk),3,employment=Self-employed,,,,,,,,,,Approve with risk-based pricing (increase rate to target margin),,,Moderate risk: pricing can offset expected loss
4,1,692,48067.0,5317.0,60,0.0966509793783842,0.5514907613942864,0,0.0279859362972517,4.395651152765595,Outer Metro,0.619685288317636,974.78,0.1092845060391261,66.01405177752926,1284.733143387173,1068.7190916096438,MANUAL_REVIEW,0.0966509793783842,No major risk flags triggered (combined moderate factors),1,—,,,,,,,,,,Route to manual credit review,,,Risk signals require human judgement and policy checks
5,0,589,30145.0,7528.0,36,0.1085716599040916,0.366053932618776,1,0.0979067838779233,5.559860535272335,Inner Metro,0.6520442146865499,5436.89,0.2098497774002731,743.9369077440848,1225.991183637003,332.0542758929179,DECLINE,0.1085716599040916,Low credit score,4,credit_score=589,Recent delinquency in last 12 months,4.0,delinq_12m=1,,,,,,,Decline under automated policy,Offer alternative product: secured loan or smaller amount after 90-day clean history,Provide adverse action notice (top 2–3 reasons) + path to eligibility,Predicted risk exceeds acceptable band; Risk can be mitigated with collateral / seasoning; Transparent explanation improves fairness and compliance
6,0,726,58713.0,13883.0,36,0.0714978193455808,0.1153738857784349,0,0.0878074702365745,5.849242458721519,Remote,0.5792628085818426,3470.75,0.0344718698725805,69.30488059744174,1488.9063389620478,1269.601458364606,APPROVE_REPRICE,0.0714978193455808,Arrears (30+ days past due),4,DPD=31,Missed payment (last 3 months),3.0,missed_3m=1,,,,,,,Approve with risk-based pricing (increase rate to target margin),,,Moderate risk: pricing can offset expected loss
7,0,686,84051.0,27313.0,72,0.0571285072034774,0.1652630573920864,0,0.0640982260770246,3.991828569681037,Regional,0.6082085062727846,21243.44,0.0411848867318231,532.1268954239714,4681.052751745741,3998.92585632177,APPROVE_REPRICE,0.0571285072034774,No major risk flags triggered (combined moderate factors),1,—,,,,,,,,,,Approve with risk-based pricing (increase rate to target margin),,,Moderate risk: pricing can offset expected loss
8,0,731,66474.0,7367.0,24,0.0718624829259683,0.0807668178954503,0,0.0596552035382254,4.252400143245104,Regional,0.5367025712135143,368.35,0.0276248680843392,5.461281502955653,529.4109117156087,373.949630212653,APPROVE,0.0718624829259683,No major risk flags triggered (combined moderate factors),1,—,,,,,,,,,,Auto-approve under standard terms,,,Low predicted default risk under policy thresholds
9,1,580,83664.0,15424.0,24,0.0991792645535911,0.2069758710330397,1,0.1020022948938611,6.500212275326527,Inner Metro,0.6884185870732055,7712.0,0.2287747673618613,1214.5844898357177,1529.74097647459,165.15648663887237,DECLINE,0.0991792645535911,Very low credit score,5,credit_score=580,Recent delinquency in last 12 months,4.0,delinq_12m=1,,,,,,,Decline under automated policy,Offer alternative product: secured loan or smaller amount after 90-day clean history,Provide adverse action notice (top 2–3 reasons) + path to eligibility,Predicted risk exceeds acceptable band; Risk can be mitigated with collateral / seasoning; Transparent explanation improves fairness and compliance
10,0,692,71369.0,18514.0,48,0.1042942094768785,0.0373274612784263,0,0.0795959029830878,7.246351682531791,Outer Metro,0.604819971330064,1157.12,0.0637403344472229,44.60862750291971,3861.805988509858,3667.1973610069385,APPROVE_REPRICE,0.1042942094768785,No major risk flags triggered (combined moderate factors),1,—,,,,,,,,,,Approve with risk-based pricing (increase rate to target margin),,,Moderate risk: pricing can offset expected loss
11,0,619,60707.0,10953.0,24,0.1333362212827873,0.4164382253610078,1,0.1032711219463982,6.7071002302964535,Inner Metro,0.685145065460924,547.65,0.2116959794024162,79.43250084520173,1460.43163171037,1230.999130865168,DECLINE,0.1333362212827873,Low credit score,4,credit_score=619,Recent delinquency in last 12 months,4.0,delinq_12m=1,,,,,,,Decline under automated policy,Offer alternative product: secured loan or smaller amount after 90-day clean history,Provide adverse action notice (top 2–3 reasons) + path to eligibility,Predicted risk exceeds acceptable band; Risk can be mitigated with collateral / seasoning; Transparent explanation improves fairness and compliance
12,0,659,92719.0,21148.0,36,0.0859517779488407,0.1160814562156945,0,0.0865220720672138,3.2244026567030057,Regional,0.6338186596221802,1762.33,0.048483617084478,54.156085785031614,2726.562300093126,2522.406214308094,APPROVE_REPRICE,0.0859517779488407,No major risk flags triggered (combined moderate factors),1,—,,,,,,,,,,Approve with risk-based pricing (increase rate to target margin),,,Moderate risk: pricing can offset expected loss
13,1,601,44448.0,14881.0,24,0.1487825673550983,0.6997372486865965,0,0.1945653347732181,6.62728857086802,Outer Metro,0.601354591136495,744.05,0.2939503800149393,131.52453589822545,2214.033384811218,1932.5088489129928,DECLINE,0.1487825673550983,Low credit score,4,credit_score=601,High revolving utilization,4.0,utilization=0.70,,,,,,,Decline under automated policy,Provide adverse action notice (top 2–3 reasons) + path to eligibility,,Predicted risk exceeds acceptable band; Transparent explanation improves fairness and compliance
14,0,745,108232.0,26851.0,72,0.0992976208094172,0.4123301118990018,0,0.0550473057875674,7.424426627817204,Regional,0.5590338406964726,22375.83,0.1041229968605539,1302.4585519115642,7998.721249060986,6546.262697149422,MANUAL_REVIEW,0.0992976208094172,No major risk flags triggered (combined moderate factors),1,—,,,,,,,,,,Route to manual credit review,,,Risk signals require human judgement and policy checks
15,0,668,29287.0,4009.0,48,0.0560693464662385,0.1387863639296485,1,0.0382818315293474,3.1648608551096187,Inner Metro,0.6389061309858702,200.45,0.053176842718305,6.810290922716928,449.5640199663005,292.7537290435836,APPROVE_REPRICE,0.0560693464662385,Severe arrears (60+ days past due),5,DPD=68,Recent delinquency in last 12 months,4.0,delinq_12m=1,Multiple missed payments (last 3 months),4.0,missed_3m=2,,,,Approve with risk-based pricing (increase rate to target margin),Request additional verification (payslips/bank statements) before final approval,,Moderate risk: pricing can offset expected loss; Strengthen confidence given bureau risk flags
16,1,604,68090.0,13941.0,48,0.1049219930784543,0.331454148456986,1,0.062895579380232,6.499240668204524,Inner Metro,0.6458348407563634,11327.06,0.1937602525223697,1417.4356872262738,2925.435011013463,1357.999323787189,DECLINE,0.1049219930784543,Low credit score,4,credit_score=604,Recent delinquency in last 12 months,4.0,delinq_12m=1,,,,,,,Decline under automated policy,Offer alternative product: secured loan or smaller amount after 90-day clean history,Provide adverse action notice (top 2–3 reasons) + path to eligibility,Predicted risk exceeds acceptable band; Risk can be mitigated with collateral / seasoning; Transparent explanation improves fairness and compliance
17,0,668,47077.0,15805.0,60,0.0974678492014338,0.2127909661981948,1,0.0850963315419419,5.470259938083455,Outer Metro,0.6584134051360012,11326.92,0.0998610055335681,744.74300431913,3851.1983915716537,2956.455387252524,MANUAL_REVIEW,0.0974678492014338,Recent delinquency in last 12 months,4,delinq_12m=1,,,,,,,,,,Route to manual credit review,Request supporting documents + check recent bureau events,,Risk signals require human judgement and policy checks; Confirm whether risk is temporary or structural
18,0,668,34210.0,5994.0,24,0.0977556230761502,0.49396505366638,0,0.0968032738965214,4.8074347484826045,Inner Metro,0.6080056249647134,5744.25,0.1200456000743493,419.2636172598852,585.9472047184444,16.683587458559202,MANUAL_REVIEW,0.0977556230761502,No major risk flags triggered (combined moderate factors),1,—,,,,,,,,,,Route to manual credit review,,,Risk signals require human judgement and policy checks
19,0,702,45197.0,6735.0,60,0.1169619158808995,0.0488874447611448,0,0.0395017368409407,5.327419417299034,Regional,0.6305978424638778,898.0,0.0376102270641297,21.29780138101268,1969.346258644646,1798.0484572636333,APPROVE_REPRICE,0.1169619158808995,No major risk flags triggered (combined moderate factors),1,—,,,,,,,,,,Approve with risk-based pricing (increase rate to target margin),,,Moderate risk: pricing can offset expected loss
20,0,630,74383.0,12568.0,48,0.0800867289640196,0.1408752262304537,1,0.0495064732532971,5.731912683524703,Outer Metro,0.6615922028836585,10997.0,0.1089645811979106,792.7750200692976,2013.0600192395984,1070.2849991703006,MANUAL_REVIEW,0.0800867289640196,Low credit score,4,credit_score=630,Recent delinquency in last 12 months,4.0,delinq_12m=1,,,,,,,Route to manual credit review,Request supporting documents + check recent bureau events,,Risk signals require human judgement and policy checks; Confirm whether risk is temporary or structural
21,0,700,68478.0,11905.0,48,0.1443106710130886,0.5378900137565944,0,0.0574607903268202,6.589102062800611,Regional,0.6736291552800494,595.25,0.1389979168482407,55.735072603067394,3436.037076821641,3230.302004218574,MANUAL_REVIEW,0.1443106710130886,Self-employed (income volatility risk),3,employment=Self-employed,,,,,,,,,,Route to manual credit review,Verify income stability (employment letter / business financials),,Risk signals require human judgement and policy checks; Income volatility raises PD beyond automated comfort
22,0,624,20874.0,2915.0,60,0.1264247864779205,0.2376995821157079,2,0.0378212129922391,6.527217435345503,Inner Metro,0.6678917155444876,631.58,0.3257048561980809,137.3911185641677,921.3206314578462,633.9295128936785,DECLINE,0.1264247864779205,Multiple delinquencies in last 12 months,5,delinq_12m=2,Low credit score,4.0,credit_score=624,Student (higher income volatility risk),3.0,employment=Student,Macro environment stressed (unemployment/inflation),3.0,unemp=6.5 infl=6.8,Decline under automated policy,Offer alternative product: secured loan or smaller amount after 90-day clean history,Provide adverse action notice (top 2–3 reasons) + path to eligibility,Predicted risk exceeds acceptable band; Risk can be mitigated with collateral / seasoning; Transparent explanation improves fairness and compliance
23,0,590,29704.0,4945.0,24,0.0854987680566709,0.2869241187879381,2,0.090852410449771,3.3916872173161883,Remote,0.7150408715394785,1442.29,0.1416884132070815,146.12273609676637,422.7914080402379,126.66867194347152,MANUAL_REVIEW,0.0854987680566709,Multiple delinquencies in last 12 months,5,delinq_12m=2,Low credit score,4.0,credit_score=590,,,,,,,Route to manual credit review,Request supporting documents + check recent bureau events,,Risk signals require human judgement and policy checks; Confirm whether risk is temporary or structural
24,0,685,23310.0,2111.0,36,0.0784871239388501,0.3878490475341318,0,0.0339768339768339,4.421593297390382,Regional,0.6235187697426982,1407.33,0.0930521261799724,81.6529308800024,248.5294779523689,16.876547072366492,MANUAL_REVIEW,0.0784871239388501,Student (higher income volatility risk),3,employment=Student,,,,,,,,,,Route to manual credit review,Verify income stability (employment letter / business financials),,Risk signals require human judgement and policy checks; Income volatility raises PD beyond automated comfort
25,0,624,44658.0,11737.0,60,0.0952975420166838,0.3192418383152852,0,0.0662824130055085,5.31227862508986,Regional,0.6177781524056629,9780.83,0.1347292902364379,814.0859845665045,2796.268126624546,1832.182142058041,MANUAL_REVIEW,0.0952975420166838,Low credit score,4,credit_score=624,,,,,,,,,,Route to manual credit review,,,Risk signals require human judgement and policy checks
26,0,747,67181.0,24818.0,60,0.0741386832922504,0.0123340212732035,0,0.0886482785311323,7.086662484309364,Inner Metro,0.6010617051673462,22749.83,0.045591379036945,623.4188700165067,4599.934604867676,3826.515734851169,APPROVE_REPRICE,0.0741386832922504,No major risk flags triggered (combined moderate factors),1,—,,,,,,,,,,Approve with risk-based pricing (increase rate to target margin),,,Moderate risk: pricing can offset expected loss
27,0,612,34956.0,13395.0,36,0.0707126134549759,0.1439400320608373,1,0.1421352557500858,3.0,Outer Metro,0.6445923093541889,669.75,0.0785425536494476,33.908053464936884,1420.7931858441032,1236.8851323791662,APPROVE_REPRICE,0.0707126134549759,Low credit score,4,credit_score=612,Recent delinquency in last 12 months,4.0,delinq_12m=1,,,,,,,Approve with risk-based pricing (increase rate to target margin),Request additional verification (payslips/bank statements) before final approval,,Moderate risk: pricing can offset expected loss; Strengthen confidence given bureau risk flags
28,0,668,18000.0,5303.0,36,0.1251985308972577,0.6030414726116166,0,0.1183066666666666,4.466997512531444,Inner Metro,0.6204222375804853,265.15,0.2315897729543985,38.09766547810855,995.8917140222366,807.794048544128,DECLINE,0.1251985308972577,Unemployed (high income stability risk),5,employment=Unemployed,High revolving utilization,4.0,utilization=0.60,,,,,,,Decline under automated policy,Provide adverse action notice (top 2–3 reasons) + path to eligibility,,Predicted risk exceeds acceptable band; Transparent explanation improves fairness and compliance
29,0,599,34454.0,5792.0,60,0.0967721158060544,0.5570574656863169,0,0.0425401985255703,3.366531191695473,Inner Metro,0.6240135853786335,965.33,0.1552540567523088,93.52178878903312,1401.2602368716691,1157.738448082636,DECLINE,0.0967721158060544,Low credit score,4,credit_score=599,,,,,,,,,,Decline under automated policy,Provide adverse action notice (top 2–3 reasons) + path to eligibility,,Predicted risk exceeds acceptable band; Transparent explanation improves fairness and compliance
30,0,595,77555.0,22119.0,48,0.067345712187642,0.272593980620454,2,0.0815343949455225,3.556746930283724,Outer Metro,0.6032653522123954,1105.95,0.1392248611566968,92.8882261253276,2979.239615756908,2736.35138963158,MANUAL_REVIEW,0.067345712187642,Multiple delinquencies in last 12 months,5,delinq_12m=2,Low credit score,4.0,credit_score=595,Missed payment (last 3 months),3.0,missed_3m=1,,,,Route to manual credit review,Request supporting documents + check recent bureau events,,Risk signals require human judgement and policy checks; Confirm whether risk is temporary or structural
31,1,627,97402.0,18556.0,24,0.1240225047134026,0.2189083213022633,2,0.1080458306810948,6.382882114531303,Outer Metro,0.6070289059043974,927.8,0.1932405140262497,108.83333168818204,2301.3615974619,2042.528265773718,DECLINE,0.1240225047134026,Multiple delinquencies in last 12 months,5,delinq_12m=2,Low credit score,4.0,credit_score=627,,,,,,,Decline under automated policy,Offer alternative product: secured loan or smaller amount after 90-day clean history,Provide adverse action notice (top 2–3 reasons) + path to eligibility,Predicted risk exceeds acceptable band; Risk can be mitigated with collateral / seasoning; Transparent explanation improves fairness and compliance
32,0,696,18000.0,2998.0,48,0.0795489350260172,0.0750110045513429,0,0.0487533333333333,4.561737288468454,Remote,0.6235212065210438,249.83,0.103316557656064,16.094064759831348,476.9754144159994,310.8813496561681,MANUAL_REVIEW,0.0795489350260172,Unemployed (high income stability risk),5,employment=Unemployed,,,,,,,,,,Route to manual credit review,Verify income stability (employment letter / business financials),,Risk signals require human judgement and policy checks; Income volatility raises PD beyond automated comfort
33,0,598,58601.0,20292.0,72,0.0842263540211921,0.4784122734413125,0,0.0737168307708059,3.0,Inner Metro,0.6544886097048397,15500.83,0.1766618161587808,1792.2547371197832,5127.363527394091,3185.1087902743075,DECLINE,0.0842263540211921,Low credit score,4,credit_score=598,,,,,,,,,,Decline under automated policy,Provide adverse action notice (top 2–3 reasons) + path to eligibility,,Predicted risk exceeds acceptable band; Transparent explanation improves fairness and compliance
34,0,589,72733.0,11082.0,60,0.1233415533452484,0.5777271724380363,1,0.0409811227365845,5.00987313972067,Inner Metro,0.63679209185639,10897.3,0.2953974743079912,2049.855965677008,3417.177735430109,1217.3217697531009,DECLINE,0.1233415533452484,Low credit score,4,credit_score=589,Recent delinquency in last 12 months,4.0,delinq_12m=1,,,,,,,Decline under automated policy,Offer alternative product: secured loan or smaller amount after 90-day clean history,Provide adverse action notice (top 2–3 reasons) + path to eligibility,Predicted risk exceeds acceptable band; Risk can be mitigated with collateral / seasoning; Transparent explanation improves fairness and compliance
35,1,766,60228.0,17521.0,60,0.1460109479001158,0.4276544475504581,0,0.0823191870890615,7.643031386152831,Outer Metro,0.6243506888031232,2920.17,0.1375818363123778,250.84060054724603,6395.644545394824,5994.803944847577,MANUAL_REVIEW,0.1460109479001158,Missed payment (last 3 months),3,missed_3m=1,Macro environment stressed (unemployment/inflation),3.0,unemp=7.6 infl=5.9,,,,,,,Route to manual credit review,,,Risk signals require human judgement and policy checks
36,0,665,39221.0,12571.0,36,0.0670784230325841,0.3580468662878635,0,0.1182468575508018,3.031970563811437,Inner Metro,0.6066281625011329,8380.67,0.0712809676271031,362.38890691878976,1264.864283913923,752.4753769951332,APPROVE_REPRICE,0.0670784230325841,No major risk flags triggered (combined moderate factors),1,—,,,,,,,,,,Approve with risk-based pricing (increase rate to target margin),,,Moderate risk: pricing can offset expected loss
37,0,622,185730.0,52154.0,60,0.1060585886729346,0.3941746512612566,0,0.072604102729769,5.839524850565764,Inner Metro,0.5631399155518647,13907.73,0.1614608873394715,1264.5613302064455,13828.449084120586,12413.88775391414,DECLINE,0.1060585886729346,Low credit score,4,credit_score=622,Self-employed (income volatility risk),3.0,employment=Self-employed,,,,,,,Decline under automated policy,Provide adverse action notice (top 2–3 reasons) + path to eligibility,,Predicted risk exceeds acceptable band; Transparent explanation improves fairness and compliance
38,0,636,35325.0,8102.0,48,0.1495946542931334,0.5057519500615018,1,0.0765418259023354,7.081244574176501,Outer Metro,0.706773613107125,5063.75,0.3330209051763266,1191.8568042183576,2424.031778165935,1082.1749739475774,DECLINE,0.1495946542931334,Low credit score,4,credit_score=636,Recent delinquency in last 12 months,4.0,delinq_12m=1,Self-employed (income volatility risk),3.0,employment=Self-employed,,,,Decline under automated policy,Offer alternative product: secured loan or smaller amount after 90-day clean history,Provide adverse action notice (top 2–3 reasons) + path to eligibility,Predicted risk exceeds acceptable band; Risk can be mitigated with collateral / seasoning; Transparent explanation improves fairness and compliance
39,0,693,53085.0,12774.0,36,0.0886375854471002,0.1039351757951446,0,0.091641706696807,5.140692784387157,Inner Metro,0.6200535820351699,638.7,0.0614554940743324,24.33811010237233,1698.384774751888,1524.0466646495156,APPROVE_REPRICE,0.0886375854471002,No major risk flags triggered (combined moderate factors),1,—,,,,,,,,,,Approve with risk-based pricing (increase rate to target margin),,,Moderate risk: pricing can offset expected loss
40,1,655,65240.0,22209.0,36,0.1427588773704239,0.2889443714039644,0,0.1401649294911097,7.513600383678545,Outer Metro,0.6026094923991697,1110.45,0.1187811137176434,79.48448595682666,4755.797861279617,4526.31337532279,MANUAL_REVIEW,0.1427588773704239,No major risk flags triggered (combined moderate factors),1,—,,,,,,,,,,Route to manual credit review,,,Risk signals require human judgement and policy checks
41,0,708,55795.0,16089.0,24,0.0939479291868736,0.1931745196537987,0,0.1587109956089255,4.408227017246222,Inner Metro,0.5955842982711291,11396.37,0.0564457232786649,383.1252919614055,1511.5282326876104,978.4029407262047,APPROVE_REPRICE,0.0939479291868736,Macro environment stressed (unemployment/inflation),3,unemp=4.4 infl=7.1,,,,,,,,,,Approve with risk-based pricing (increase rate to target margin),,,Moderate risk: pricing can offset expected loss
42,0,608,72896.0,18822.0,48,0.1329472901633338,0.3044291846348476,1,0.0835766022827041,6.935128045935679,Regional,0.7268467778798814,3137.0,0.1843628784943817,420.3691808775236,5004.667790908539,4434.298610031015,DECLINE,0.1329472901633338,Low credit score,4,credit_score=608,Recent delinquency in last 12 months,4.0,delinq_12m=1,High recent credit inquiries,3.0,inquiries_6m=4,,,,Decline under automated policy,Offer alternative product: secured loan or smaller amount after 90-day clean history,Provide adverse action notice (top 2–3 reasons) + path to eligibility,Predicted risk exceeds acceptable band; Risk can be mitigated with collateral / seasoning; Transparent explanation improves fairness and compliance
43,1,539,51535.0,5961.0,36,0.1457668353594242,0.3815944326896467,3,0.0478300184340739,6.651924665842935,Outer Metro,0.7066340332754593,298.05,0.4529602913028772,95.39899680985762,1303.3741583662922,1057.9751615564346,DECLINE,0.1457668353594242,Very low credit score,5,credit_score=539,Multiple delinquencies in last 12 months,5.0,delinq_12m=3,Missed payment (last 3 months),3.0,missed_3m=1,,,,Decline under automated policy,Offer alternative product: secured loan or smaller amount after 90-day clean history,Provide adverse action notice (top 2–3 reasons) + path to eligibility,Predicted risk exceeds acceptable band; Risk can be mitigated with collateral / seasoning; Transparent explanation improves fairness and compliance
44,0,592,66825.0,13034.0,36,0.097375987934856,0.2899485386105962,0,0.0752359147025813,5.160960785492939,Inner Metro,0.6520684668531588,651.7,0.1346581477533851,57.22338653496662,1903.7979401143716,1696.574553579405,MANUAL_REVIEW,0.097375987934856,Low credit score,4,credit_score=592,,,,,,,,,,Route to manual credit review,,,Risk signals require human judgement and policy checks
45,1,472,73507.0,26873.0,36,0.1307989616345176,0.7510431603962738,2,0.1479842736065953,3.4153550135050192,Regional,0.7754726710734482,10450.61,0.5300059464911221,4295.254290384918,5272.44074400659,827.1864536216717,DECLINE,0.1307989616345176,Very low credit score,5,credit_score=472,Multiple delinquencies in last 12 months,5.0,delinq_12m=2,High revolving utilization,4.0,utilization=0.75,Missed payment (last 3 months),3.0,missed_3m=1,Decline under automated policy,Offer alternative product: secured loan or smaller amount after 90-day clean history,Provide adverse action notice (top 2–3 reasons) + path to eligibility,Predicted risk exceeds acceptable band; Risk can be mitigated with collateral / seasoning; Transparent explanation improves fairness and compliance
46,0,575,35217.0,4817.0,48,0.0580391875067211,0.2313829533543663,1,0.0383985007240821,3.9979240900877575,Regional,0.727049832459731,3211.33,0.1470281575558994,343.2808921308264,559.1495324397517,65.86864030892536,MANUAL_REVIEW,0.0580391875067211,Very low credit score,5,credit_score=575,Recent delinquency in last 12 months,4.0,delinq_12m=1,,,,,,,Route to manual credit review,Request supporting documents + check recent bureau events,,Risk signals require human judgement and policy checks; Confirm whether risk is temporary or structural
47,0,698,41771.0,4720.0,60,0.0556195532383106,0.1869699634991882,0,0.0259385698211678,3.0,Inner Metro,0.5850529738833536,1809.33,0.0365170675086835,38.65528412696057,656.3107282120652,467.6554440851046,APPROVE_REPRICE,0.0556195532383106,No major risk flags triggered (combined moderate factors),1,—,,,,,,,,,,Approve with risk-based pricing (increase rate to target margin),,,Moderate risk: pricing can offset expected loss
48,0,664,44561.0,6237.0,72,0.1526844879849348,0.7639305595202222,0,0.0357595206570768,5.912979911815622,Inner Metro,0.6740784155030749,3898.12,0.2467668662957785,648.4141314918634,2856.879454686116,2058.4653231942525,DECLINE,0.1526844879849348,High revolving utilization,4,utilization=0.76,,,,,,,,,,Decline under automated policy,Provide adverse action notice (top 2–3 reasons) + path to eligibility,,Predicted risk exceeds acceptable band; Transparent explanation improves fairness and compliance
